1330;342
1353;446
1352;456
1427;450
1441;471
1411;428
1450;415
1379;365
1345;319
1362;314
1361;361
1378;451
1458;497
1633;528
1971;555
2291;604
2381;564
2406;535
2403;535
2377;512
2352;523
2349;556
2240;549
2201;528
2175;531
2149;545
2141;523
2120;514
2050;502
2135;490
2330;488
2544;522
2687;524
2911;544
3019;558
3064;502
3001;456
2902;419
2429;340
2372;285
2438;255
2353;234
2316;233
2281;262
2155;273
2063;299
1955;381
1765;469
1581;522
1338;457
1080;395
907;320
725;204
541;147
445;141
269;117
150;111
90;93
67;71
79;62
120;75
156;69
183;92
221;112
294;114
392;96
512;109
688;154
847;195
905;261
1014;299
1011;279
956;267
968;273
1035;221
1147;184
1212;178
1146;178
1072;146
1084;128
1092;150
1111;147
1127;172
1126;214
1068;201
941;187
789;185
714;188
636;179
569;177
457;174
381;216
315;190
258;125
276;93
296;84
266;75
211;70
174;72
199;65
210;43
178;32
187;27
174;24
143;22
156;21
158;22
163;23
167;24
147;37
118;45
81;77
63;138
100;165
117;215
119;273
113;156
152;83
218;103
311;143
353;274
386;363
400;315
381;311
326;358
290;287
279;291
275;264
299;318
340;291
345;335
336;388
285;394
231;367
212;256
199;201
227;182
211;265
201;319
183;228
132;164
106;156
62;237
49;206
55;157
63;121
71;67
106;41
156;25
157;23
147;23
182;30
226;49
313;63
443;92
597;112
733;143
812;219
979;289
1242;342
1467;400
1568;413
1635;401
1793;472
1949;519
2141;575
2333;595
2449;670
2548;694
2532;671
2447;615
2324;521
2125;419
1994;335
1978;276
1912;212
1876;189
1849;163
1772;159
1709;156
1679;147
1582;159
1523;177
1435;187
1351;199
1260;175
1153;171
1118;213
1187;201
1358;211
1533;276
1720;386
1910;463
2029;425
2141;358
2189;315
2131;308
1992;219
1769;152
1438;141
976;83
602;55
440;49
350;45
218;38
153;45
88;41
36;60
27;66
10;58
5;34
5;28
9;21
14;23
17;30
31;43
52;28
72;20
84;20
107;46
150;84
204;79
296;65
382;53
451;47
582;72
644;118
651;141
660;158
665;125
689;85
996;115
781;123
822;112
843;129
828;155
792;210
771;238
736;195
668;165
566;164
524;163
500;149
477;149
408;165
376;166
323;171
278;169
291;156
262;152
244;148
192;120
150;102
152;92
149;83
141;64
110;50
58;35
46;29
37;27
35;31
89;43
298;50
548;79
644;143
511;238
463;310
500;324
616;296
740;274
962;339
1314;395
1589;508
2012;634
2388;717
2458;753
2481;755
2545;785
2743;811
3055;841
3263;869
3203;888
3197;924
3218;950
3312;972
3256;992
3307;1008
3385;1014
3248;1023
3032;1015
2940;1027
2997;1027
3218;1018
3391;1023
3071;1023
2998;1015
3181;1003
3211;993
3192;978
3227;984
3226;990
3345;997
3280;1003
3251;1008
3221;1001
3068;1004
2898;993
3180;970
3196;962
3307;962
3265;967
3192;959
3130;950
3206;965
3295;979
3214;972
3200;972
3033;953
2773;945
2756;938
2938;933
2646;937
2725;937
2714;945
2859;964
2918;979
2779;974
2833;969
2779;972
2815;959
2712;939
2512;936
2871;928
2880;926
2892;945
2816;950
2699;948
2575;944
2181;947
2717;877
2299;752
2133;857
2135;696
2020;832
1775;826
1779;826
1789;811
1845;736
1628;675
1861;783
1665;765
1626;754
1552;739
1655;730
1604;727
1546;729
1446;717
1321;708
1160;675
954;633
834;587
706;515
528;421
346;307
220;204
167;147
135;99
157;67
197;38
295;21
420;12
544;11
628;12
676;13
795;21
932;34
1092;50
1197;77
1288;105
1367;137
1451;171
1807;185
1926;179
2003;225
2289;325
2183;352
1904;363
1958;341
2113;337
2166;340
2112;379
2187;425
2185;565
2232;690
2111;673
1937;647
1709;628
1650;589
1642;518
1517;404
1355;398
1123;387
889;344
699;341
588;371
541;375
510;279
414;211
327;152
226;115
213;85
313;59
345;35
450;27
523;22
628;35
739;44
959;63
999;89
1163;134
1222;150
1082;155
1123;168
1365;219
1578;278
1782;444
2109;479
2139;519
2160;516
2150;572
2176;554
2418;531
2558;532
2670;529
2684;577
2604;609
2829;586
2465;634
2272;676
2063;657
1837;686
1622;663
1281;637
1026;601
813;550
692;533
581;440
426;326
357;146
292;81
268;114
196;109
111;111
83;101
104;62
110;47
123;36
68;24
48;18
50;17
43;7
59;6
55;7
47;6
61;6
93;6
151;7
206;9
277;11
422;13
579;15
711;22
845;31
957;50
1046;56
1089;59
1139;65
1161;85
1298;118
1272;151
1303;168
1389;197
1419;196
1409;188
1307;178
1252;166
1129;148
980;160
880;154
829;151
808;137
731;145
654;151
593;148
546;130
536;139
563;127
516;118
445;102
406;69
395;46
343;44
317;32
314;28
305;24
308;24
243;40
244;85
230;107
222;152
190;134
132;92
114;62
112;43
102;33
101;27
78;13
60;14
52;30
62;24
72;24
71;26
61;21
47;18
56;17
80;20
115;20
142;18
175;23
197;37
302;52
334;70
346;74
347;85
394;115
410;98
371;115
354;92
356;91
390;96
329;88
303;79
418;59
452;45
415;33
462;50
516;59
552;59
544;36
545;27
526;43
408;60
304;70
238;79
202;79
155;94
115;107
92;115
77;87
71;93
79;73
95;61
137;51
158;39
153;23
176;17
246;21
396;25
497;18
764;13
936;12
998;11
1147;13
1266;20
1417;35
1658;64
1856;104
1953;167
2028;209
2150;253
2254;322
2370;448
2609;606
2791;671
2925;730
3004;746
3094;767
2937;758
2810;722
3021;770
3077;795
3216;812
3329;829
3309;864
3440;877
3507;903
3498;901
3362;905
3443;912
3416;910
3476;891
3452;898
3387;893
3151;883
3099;852
3140;839
3065;849
2864;862
2714;849
2528;843
2394;833
2322;834
2393;805
2473;775
2520;742
2487;632
2446;488
2291;385
2184;327
1959;313
1749;311
1567;314
1309;318
1157;275
917;291
730;270
576;233
539;187
470;155
375;116
313;95
358;80
376;62
406;50
432;37
445;30
409;26
342;25
382;16
490;11
631;10
757;15
793;42
824;80
921;132
1071;221
1273;311
1256;384
1208;444
1204;498
1296;532
1398;533
1423;546
1389;546
1344;581
1378;603
1455;622
1600;645
1738;638
1852;666
1969;666
2241;660
2555;674
2373;654
2142;672
1967;637
1702;639
1535;671
1381;672
1196;625
1072;644
849;609
660;541
544;484
491;419
391;342
364;299
355;261
369;277
368;307
377;338
369;334
472;320
624;305
672;291
769;289
1090;296
1455;289
1575;320
1608;408
1614;478
1611;530
1589;466
1509;411
1385;374
1060;355
858;272
760;286
686;311
592;342
568;307
553;297
645;268
678;246
605;203
561;200
527;163
496;179
380;166
330;167
367;149
321;167
248;194
185;212
121;191
86;141
62;79
41;50
44;37
73;40
162;63
221;104
348;187
505;187
728;232
1035;301
1334;391
1701;500
1993;558
2253;491
2361;420
2418;366
2327;279
2126;303
1839;293
1665;255
1551;285
1475;310
1551;227
1548;161
1555;112
1677;79
1760;136
1774;159
1587;209
1515;205
1555;246
1529;328
1429;370
1295;405
1193;428
1139;529
1215;618
1394;611
1413;637
1549;644
1619;654
1363;584
1221;425
1083;329
788;285
616;166
477;69
523;28
534;25
604;29
640;70
455;182
461;283
517;459
586;505
744;526
875;341
877;364
826;556
944;595
981;515
1171;468
1153;389
1168;283
1010;179
987;233
1033;314
1065;356
1219;500
1559;536
2270;540
2912;578
3360;789
3611;794
3575;845
3503;817
3426;838
3273;837
3146;799
3111;755
3074;765
3030;795
3040;790
2985;810
2901;804
2761;802
2490;798
2169;782
1823;743
1718;695
1728;591
1598;551
1432;470
1222;382
941;270
634;163
324;86
164;45
122;25
160;24
370;39
749;80
1142;163
1557;306
1835;477
2138;548
2228;557
2218;587
2414;637
2550;668
2540;673
2519;701
2465;729
2315;744
2063;710
1796;650
1672;628
1488;606
1292;548
992;497
804;389
695;259
778;211
776;188
863;182
897;203
783;250
775;257
666;288
660;294
587;282
498;305
427;318
403;297
399;219
326;177
206;184
131;192
85;189
100;164
115;159
90;150
90;137
81;117
156;112
210;118
182;152
156;194
174;223
170;257
141;254
105;229
128;216
247;175
319;146
313;107
278;87
279;82
251;71
249;69
230;76
224;76
248;73
278;47
281;28
354;20
405;25
427;34
424;25
417;42
464;71
526;90
584;122
730;169
821;230
1029;309
1312;368
1452;340
1669;309
1925;348
2198;352
2488;364
2679;463
2749;603
2367;632
2416;731
2428;762
2518;774
2643;804
2723;816
2582;813
2603;828
2919;860
3143;859
3079;848
2909;834
2873;833
2924;842
2838;840
2767;832
2898;832
2915;827
3038;813
2923;791
2946;789
2942;767
2945;758
2929;758
2945;773
2911;786
2744;780
2662;777
2586;766
2576;776
2669;779
2778;779
2818;793
2756;802
2606;819
2347;789
2280;755
2354;783
2299;758
2269;744
2323;738
2379;734
2456;722
2570;698
2656;674
2665;689
2699;731
2766;740
2838;758
2910;766
2953;760
3053;826
3185;861
3203;879
3249;884
3309;877
3343;877
3287;877
3270;875
3153;880
3148;875
3187;879
3216;875
3244;873
3208;856
3182;844
3133;831
3117;824
3110;835
3132;825
3037;820
3040;825
3035;820
2946;843
2852;831
2822;831
2682;832
2473;813
2328;812
2240;800
2022;783
1825;794
1607;779
1471;738
1498;723
1576;677
1504;606
1367;555
1271;428
1179;351
1166;292
1209;306
1123;246
1114;163
1020;173
1028;105
947;61
913;76
849;96
717;112
666;105
561;132
456;143
346;162
264;196
229;198
199;213
160;265
135;237
97;245
102;242
100;344
100;342
85;335
85;354
82;374
49;252
37;279
37;237
40;168
87;127
59;66
72;43
60;27
90;13
63;9
65;10
50;30
113;31
159;46
93;79
49;84
44;93
85;61
103;42
105;17
121;13
105;17
150;21
196;23
171;39
187;67
169;77
227;61
214;44
239;44
205;26
162;14
113;17
144;15
134;10
122;6
166;7
157;16
196;10
158;11
162;11
171;18
194;25
233;47
234;74
252;101
232;158
207;135
227;114
240;81
254;75
282;64
303;58
321;40
386;43
465;41
555;53
703;41
807;51
884;45
824;39
695;38
673;26
742;20
890;23
1077;34
1331;52
1532;67
1696;109
1884;172
2008;234
2012;286
1803;281
1513;330
1248;334
935;318
673;272
543;175
445;132
489;134
717;129
840;141
908;170
867;201
826;214
664;231
470;213
347;121
279;65
269;40
215;30
160;29
147;20
128;15
99;12
109;9
107;7
127;5
189;6
221;5
231;8
241;9
361;9
445;11
461;12
494;12
521;15
533;17
551;20
584;22
616;28
592;57
656;104
930;155
1080;245
1180;278
1149;264
1124;236
1168;212
1202;207
1219;219
1156;224
1116;264
1055;302
924;321
749;336
770;331
784;317
751;310
761;348
944;401
1225;511
1499;477
1601;588
1223;701
972;688
1249;658
1346;580
1336;490
1266;420
1209;369
1130;391
1136;384
1162;277
1208;218
1193;179
1199;153
1051;151
971;153
1021;144
1080;163
1136;181
1317;204
1380;222
1367;232
1368;230
1390;198
1233;169
1111;123
889;75
677;82
646;82
651;81
559;80
481;71
453;72
399;49
347;27
227;11
179;5
121;3
43;3
33;2
56;3
71;3
89;3
154;4
188;9
293;14
364;24
407;65
455;124
620;180
887;208
1026;260
1237;362
1508;471
1787;519
1873;538
1876;335
1512;192
1229;94
1111;197
1159;404
1412;540
1605;469
1411;402
1549;468
1716;537
2254;598
2557;596
2728;548
2848;682
2911;749
3063;786
3224;787
3100;755
2806;736
2545;653
2339;567
2207;557
1952;554
1706;512
1481;432
1402;410
1574;460
1588;483
1740;591
1796;618
2116;656
2481;716
2591;738
2933;795
3192;805
3404;801
3495;802
3534;852
3428;863
3314;839
3082;785
2788;754
2409;687
1978;633
1750;480
1646;445
1553;392
1374;259
1137;151
802;112
515;87
375;43
296;59
265;116
248;194
289;424
389;408
411;389
605;341
987;276
1355;291
1766;318
2076;339
2286;506
2060;644
2379;729
2102;674
1828;504
1624;382
1467;324
1337;409
1200;503
1009;515
910;503
820;425
794;306
758;248
709;279
706;322
774;298
877;269
1017;250
1366;305
1799;319
2087;480
2309;411
2496;475
2591;629
2610;717
2530;694
2359;683
2152;678
2103;595
2068;565
2009;484
1950;432
1960;510
1798;566
1646;563
1596;592
1623;526
1495;493
1342;454
1358;468
1259;406
1167;359
1109;361
1035;354
944;287
938;231
922;174
768;114
553;69
331;36
148;36
83;50
41;71
34;46
36;68
26;103
23;116
28;115
41;80
67;40
83;31
102;33
94;30
126;19
132;10
128;10
172;13
234;39
332;96
435;159
490;122
579;99
639;84
666;79
574;72
470;55
416;59
379;66
306;72
292;84
234;72
222;69
187;54
149;31
121;29
103;16
79;9
49;6
36;7
36;6
44;7
47;8
72;9
110;19
142;45
128;64
155;120
210;180
315;226
362;277
428;329
467;423
523;475
558;516
662;519
941;556
1167;582
1515;652
1751;735
2021;806
2327;839
2676;859
2666;879
2602;884
2717;869
2887;855
2779;733
2446;499
2024;330
2053;244
1836;299
1548;297
1517;142
1274;93
948;92
1051;199
1023;244
859;278
594;302
544;336
596;251
619;471
642;480
703;495
704;577
641;636
597;685
664;739
651;789
563;824
535;824
663;833
692;835
858;839
1061;835
1221;810
1312;775
1454;768
1543;779
1705;766
1702;736
1515;700
1444;649
1341;499
1288;343
1190;196
1171;104
1198;103
1186;129
1122;174
1540;180
1931;228
2230;282
2332;318
2424;354
2496;303
2243;257
2232;269
2012;288
1749;269
1488;322
1372;358
1492;345
1802;318
2098;278
2134;240
1969;209
1749;176
1613;166
1558;151
1502;133
1673;168
1560;228
1506;269
1212;390
1353;538
1593;502
1831;466
2334;448
2381;356
2306;293
1890;271
1531;270
1432;264
1359;265
1007;208
724;163
638;142
598;119
496;108
444;96
433;62
390;35
333;15
296;10
203;6
135;4
138;4
123;6
141;9
155;10
165;14
258;19
319;22
362;31
346;40
303;30
297;20
294;11
255;11
250;8
276;6
293;7
312;10
337;14
342;14
347;12
346;12
343;12
336;13
292;8
233;6
244;6
268;6
338;8
348;9
344;13
319;14
302;10
285;8
275;9
239;12
193;18
138;17
106;13
91;14
117;14
200;17
233;15
209;19
242;25
293;17
241;13
151;15
117;12
95;5
97;4
134;9
199;14
197;19
183;22
187;22
244;24
288;29
296;41
298;58
283;66
278;72
380;75
541;117
806;158
974;179
1102;145
1107;140
1227;153
1356;152
1439;117
1277;79
893;49
535;26
393;14
385;11
380;10
427;13
435;13
449;28
468;59
524;90
522;85
527;120
378;156
275;176
323;150
438;156
623;195
683;216
716;199
774;195
870;163
911;127
997;104
942;89
747;70
574;41
547;38
648;42
813;63
1046;115
1211;278
1534;421
1718;484
1828;572
1924;626
1953;624
1720;552
1603;487
1582;424
1667;420
1728;444
1706;365
1373;296
1298;249
1240;216
1258;193
1336;213
1276;193
1179;143
1006;114
913;100
905;118
1083;181
1562;257
1863;361
2395;469
2628;605
2677;745
2476;742
2326;633
2167;530
1997;509
1893;488
