,51.01,61.265,41.494,8.3637,25.271,59.057,58.088,67.532,0.21223,24.31,65.153,65.462,11.672
,48.143,57.19,39.621,7.4123,24.246,56.386,55.03,63.725,0.2114,22.994,61.333,61.579,10.752
,45.194,53.703,37.343,6.9948,22.922,52.792,51.46,59.945,0.21149,21.243,56.734,57.398,10.213
,41.057,50.213,35.144,6.8237,22.118,46.9,47.475,54.971,0.21243,20.008,51.677,53.14,10.327
,36.779,44.973,32.71,6.515,20.626,42.058,43.244,49.401,0.21117,18.994,46.438,47.899,10.312
,30.934,38.851,29.566,6.5201,17.57,35.921,34.695,44.137,0.2132,15.497,37.96,40.64,9.9098
,27.22,34.961,27.653,6.3272,16.042,31.907,29.885,40.968,0.21083,13.136,32.851,36.578,9.6344
,25.678,33.236,26.678,6.1772,15.021,30.124,27.806,39.67,0.21365,11.979,30.643,35.089,9.47
,25.469,32.887,26.601,6.1775,14.899,29.995,27.155,39.621,0.21111,11.651,30.439,34.925,9.4293
,25.869,33.556,26.745,6.4769,15.195,30.22,27.436,40.408,0.21242,11.801,31.24,35.728,9.7556
,27.923,35.523,28.29,7.3959,16.386,32.513,29.911,43.901,0.21297,13.058,34.304,38.39,10.878
,34.283,41.937,32.087,9.092,19.34,39.293,36.588,52.155,0.21173,16.288,42.754,46.126,12.844
,43.511,52.582,38.415,11.815,23.058,45.86,44.854,64.831,0.21362,19.076,55.084,58.556,15.32
,47.386,61.029,44.077,13.976,22.427,45.634,47.847,74.241,1.8737,15.492,61.499,65.959,18.022
,45.228,59.251,43.955,15.841,16.067,38.518,42.305,72.227,5.9042,6.4282,55.979,61.734,19.853
,41.759,56.081,42.608,15.674,13.571,33.7,37.788,67.462,6.1862,1.6122,50.269,56.107,20.214
,40.103,54.399,41.504,15.033,11.43,31.375,33.895,65.095,5.7315,5.2169,45.796,51.907,19.631
,38.319,52.521,40.207,14.304,8.954,29.946,30.899,63.71,5.4082,6.9879,41.958,49.031,19.305
,37.25,51.581,39.399,13.951,7.9995,29.183,29.897,62.823,5.555,6.9763,39.115,47.469,18.881
,36.855,50.481,38.896,13.501,8.9923,28.677,30.143,60.593,5.8573,4.4429,38.178,46.499,18.795
,37.857,49.756,38.746,13.126,10.906,29.538,31.971,60.405,6.0854,3.2106,39.136,46.998,18.212
,39.815,51.31,39.203,12.03,15.664,33.573,34.717,60.956,2.7036,9.4134,43.048,50.348,17.643
,44.71,56.444,41.287,10.734,21.607,43.286,44.609,65.346,0.20235,17.53,53.271,57.662,16.508
,51.111,61.305,42.877,9.2242,25.032,55.411,56.481,69.707,0.21382,23.58,64.283,66.057,14.562
,50.989,59.802,41.174,8.473,25.467,57.962,58.37,67.741,0.21013,24.6,65.629,65.658,12.722
,49.237,57.313,39.67,7.3675,24.655,56.727,56.357,64.435,0.21327,23.92,63.192,63.344,11.732
,46.377,54.554,37.752,7.1398,23.92,53.44,53.523,60.806,0.21191,22.664,59.033,59.456,11.209
,42.519,50.85,35.673,6.9899,22.704,48.644,49.886,56.099,0.21228,21.222,54.69,55.678,10.891
,38.645,46.261,33.389,6.5564,21.634,44.342,45.571,50.577,0.21325,20.184,49.342,50.616,10.374
,32.751,40.4,30.53,6.592,18.373,38.284,37.605,45.758,0.21114,16.828,40.88,43.763,10.008
,29.076,36.763,28.753,6.5124,16.622,34.534,32.724,42.936,0.21398,14.466,36.107,39.887,9.7585
,27.267,34.849,27.595,6.5054,15.499,32.474,30.263,41.631,0.21109,13.234,33.898,37.785,9.5716
,26.65,34.324,27.278,6.3074,15.358,31.83,29.425,41.442,0.21313,12.84,33.153,37.404,9.5093
,27.035,34.88,27.546,6.5882,15.417,32.308,29.627,42.206,0.21196,13.043,34.093,38.166,9.8925
,29.032,36.754,28.939,7.4818,16.724,34.233,31.728,45.322,0.21245,13.945,36.834,40.386,11.046
,35.512,42.705,32.672,9.2165,19.584,40.277,38.102,53.232,0.21305,16.911,44.514,47.323,13.072
,44.568,52.918,39.258,11.316,23.322,46.835,46.269,65.178,0.21772,19.602,55.605,59.245,15.395
,50.091,61.364,46.907,14.305,24.313,49.039,50.547,75.824,0.23645,19.634,63.82,68.553,18.42
,49.362,61.134,47.424,16.283,20.881,45.684,48.381,76.194,1.1638,14.05,62.393,68.16,20.246
,46.729,57.745,44.995,15.981,17.608,39.321,45.877,71.439,5.287,2.2482,56.888,64.18,21.21
,43.49,55.64,43.393,15.082,13.089,34.963,40.724,67.679,5.7399,3.321,51.344,57.989,20.201
,40.695,53.448,41.996,14.226,10.371,32.464,35.403,65.591,5.119,5.6108,46.185,53.493,19.643
,38.84,51.395,41.191,13.538,8.823,31.148,32.715,63.942,4.4072,4.9554,43.426,51.079,19.065
,38.248,50.322,41.116,13.077,12.263,30.992,31.424,62.967,2.36,2.3239,44.172,51.924,18.897
,39.44,50.578,40.989,12.543,11.809,32.937,34.273,61.589,6.2593,5.1001,44.817,53.68,18.397
,41.62,51.97,41.102,11.787,19.021,37.733,37.453,62.892,2.4024,13.659,49.337,55.271,17.803
,46.326,56.672,42.808,10.301,22.024,46.264,46.153,66.04,0.18525,19.652,56.373,61.078,16.497
,50.347,61.161,41.856,8.5882,24.181,53.963,54.292,67.212,0.21583,23.415,63.889,66.625,14.162
,48.952,59.598,38.884,7.578,24.374,54.296,54.849,63.77,0.21687,23.93,63.778,65.288,12.256
,47.059,56.414,37.209,7.1465,23.876,52.396,52.496,60.725,0.21549,23.415,61.88,62.824,11.443
,44.639,54.047,36.08,6.9777,23.386,49.762,50.767,58.372,0.21558,22.146,58.956,59.507,10.969
,41.864,50.185,34.606,6.7951,22.888,47.372,49.012,55.066,0.21723,21.576,54.977,55.513,10.513
,38.725,46.064,32.465,6.188,21.467,44.567,45.863,50.713,0.21613,20.935,50.484,51.117,10.207
,33.281,40.435,29.828,6.4898,18.48,38.572,37.856,45.845,0.21741,17.394,42.143,44.603,9.8189
,29.511,36.788,28.031,5.9843,16.591,34.074,32.83,42.84,0.21609,14.956,36.997,40.108,9.6478
,27.511,34.856,27.015,5.8259,15.667,32.076,30.234,41.181,0.21758,13.738,34.665,38.359,9.4437
,26.747,33.942,26.692,5.8054,15.451,31.464,29.236,40.801,0.21601,13.245,34.041,37.768,9.4965
,26.847,34.236,26.862,5.875,15.438,31.814,29.178,40.99,0.21719,13.199,34.211,38.057,9.7494
,28.064,34.99,27.322,6.2153,15.888,32.845,30.15,42.091,0.21702,13.719,35.69,39.573,10.37
,30.678,37.476,28.462,6.8203,17.154,35.093,33.046,45.116,0.21591,15.161,39.673,43.025,11.154
,34.76,41.704,30.558,7.3481,18.705,37.436,37.417,48.495,0.21645,16.817,45.658,48.42,11.551
,39.55,47.125,33.151,8.4205,18.634,42.673,44.022,52.373,2.1863,16.083,53.832,55.079,12.206
,43.657,50.755,34.745,9.7823,15.569,46.41,48.632,55.476,5.6838,10.886,57.859,59.61,13.07
,45.215,51.933,34.746,10.067,13.782,48.45,50.67,55.574,4.6019,8.3932,57.27,59.397,14.455
,44.039,53.182,34.61,10.012,14.004,46.799,48.727,56.792,5.9565,8.8297,53.953,59.055,14.69
,40.33,51.19,33.04,9.2103,12.793,41.279,43.679,56.538,4.5633,1.7309,50.145,54.814,14.074
,37.601,48.692,32.036,8.5755,10.021,37.104,39.84,54.083,4.5594,1.9079,47.877,49.856,13.802
,38.208,47.191,32.167,7.8134,10.982,37.994,39.489,52.218,4.2876,4.1739,47.364,50.136,13.027
,38.791,48.178,32.477,7.5279,19.055,39.493,40.173,52.889,0.81702,15.034,48.446,50.926,12.794
,40.301,48.878,32.477,7.1539,20.128,44.211,43.801,53.811,0.85645,18.16,50.082,53.351,12.535
,44.773,52.593,35.417,6.8587,22.609,50.663,50.586,57.495,0.18874,21.604,57.499,58.85,12.213
,47.75,55.678,37.832,6.4417,24.228,54.836,55.744,61.216,0.21734,23.919,62.106,62.095,11.607
,45.857,54.32,37.188,6.322,23.567,53.421,54.168,59.469,0.21537,23,60.018,60.05,10.602
,43.752,51.488,35.969,6.5844,22.43,51.239,51.377,57.351,0.21689,21.537,56.55,56.581,10.466
,41.546,49.802,34.734,6.2205,21.498,48.548,48.121,55.114,0.21603,20.173,53.152,53.758,10.365
,39.241,47.378,33.403,5.9456,21.396,45.413,45.857,52.306,0.21561,19.673,50.308,51.204,10.186
,36.661,44.555,31.625,5.8913,20.876,42.942,43.353,48.778,0.21777,19.418,46.971,47.761,9.8966
,31.754,39.268,29.141,5.8966,18.088,37.789,36.217,44.598,0.21608,16.137,39.505,42.026,9.5688
,28.238,35.888,27.74,5.6243,16.336,33.257,31.37,41.602,0.21771,13.804,34.786,38.075,9.2959
,26.614,34.163,26.994,5.6275,15.354,31.16,28.882,40.024,0.21616,12.507,31.987,35.932,9.1867
,25.848,33.37,26.779,5.5408,15.249,30.746,28.046,39.452,0.21769,12.095,31.026,35.212,9.1544
,25.54,33.373,26.835,5.646,14.936,30.584,27.813,39.457,0.21631,11.975,31.141,35.594,9.4194
,26.202,33.615,26.953,5.7753,15.317,31.125,28.468,40.325,0.21772,12.357,32.188,36.45,9.8174
,28.352,35.531,27.885,5.9476,15.977,32.734,30.907,42.637,0.21651,13.308,35.231,39.164,10.24
,31.246,38.241,29.261,6.0383,16.881,34.192,34.459,45.35,0.21477,14.576,39.834,43.941,10.286
,35.581,42.684,31.304,6.1205,18.357,39.176,40.551,49.481,0.45147,16.594,46.893,50.015,10.356
,38.461,46.444,32.427,6.6487,18.326,43.155,44.656,53.073,2.158,17.6,51.946,53.293,11.004
,39.558,48.272,32.901,7.3322,19.763,40.224,46.866,53.635,1.4213,17.959,54.935,56.607,12.4
,40.2,49.668,32.979,7.3951,14.041,40.286,45.886,53.386,2.179,15.587,54.514,55.853,12.672
,38.32,49.971,32.246,7.3758,14.77,42.297,44.692,52.558,3.0456,15.976,53.526,54.097,12.778
,37.768,48.616,31.802,7.213,16.098,40.494,45.123,52.568,1.5894,16.57,52.5,52.518,12.591
,37.703,47.826,32.127,7.329,19.051,40.332,44.598,53.789,1.2952,16.849,52.079,53.242,12.568
,39.828,48.852,32.714,7.2237,19.099,43.715,45.279,54.623,1.4411,17.79,51.706,53.75,12.485
,41.878,49.936,33.438,6.9664,20.721,46.981,47.269,55.423,0.59676,19.696,53.111,54.836,12.382
,45.247,52.952,35.451,6.7944,23.107,53.721,52.507,58.522,0.18962,23.403,59.205,59.391,12.289
,50.062,57.168,38.16,6.67,25.423,59.606,59.634,62.334,0.21596,26.246,65.327,64.648,11.75
,49.128,56.608,38.134,6.6176,25.287,59.533,59.279,62.217,0.21744,25.843,64.308,63.843,10.789
,46.752,54.447,37.27,6.4053,24.151,56.942,55.871,59.856,0.21546,24.209,61.143,61.117,10.565
,44.65,51.91,36.292,6.4352,22.853,53.328,52.553,57.228,0.21717,22.432,57.187,57.59,10.352
,41.346,48.866,34.793,6.3912,22.46,48.661,48.991,53.717,0.21563,21.399,53.371,54.17,10.056
,37.506,44.636,32.412,6.3471,20.963,44.457,44.969,48.714,0.21588,20.314,48.787,49.463,9.8666
,31.58,38.784,29.435,6.4623,17.951,37.854,37.092,44.097,0.21722,16.564,39.994,42.937,9.6284
,28.276,35.377,27.971,6.0975,16.188,33.984,32.109,41.269,0.21562,14.287,35.144,38.871,9.435
,26.465,33.825,26.96,6.0565,15.302,32.009,29.786,40.13,0.21755,12.887,32.871,37.002,9.1597
,26.123,33.457,26.871,6.0596,15.293,31.749,29.006,39.868,0.21591,12.601,32.318,36.544,9.4755
,26.793,34.165,27.183,6.2753,15.423,32.169,29.583,40.955,0.21781,12.813,33.208,37.541,9.8499
,29.29,36.326,29.248,7.351,16.378,34.895,31.834,45.014,0.21641,13.947,36.604,40.581,10.984
